compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
máquina virtual,máquina virtual,"[True, True]","Para não deixar a máquina virtual muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a máquina virtual muito lenta , é aconselhado utilizar metade da memória disponível .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Para não deixar a máquina muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a virtual muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a máquina normal muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a coisa virtual muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a máquina potencial muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar o aparelho virtual muito lento , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar o aparelho potencial muito lento , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar o computador virtual muito lento , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar o escritor vencedor muito lento , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a força bruta muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a electrónica moderna muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a água doce muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a estratégia genérica muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a quinta categoria muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a dívida multilateral muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a primeira infância muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar as entidades feministas muito lentas , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Para não deixar a primeira-dama muito lenta , é aconselhado utilizar metade da memória disponível .","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]"
mar aberto,mar aberto,"[True, True]",As espécies de mar aberto têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de mar aberto têm por princípio a natação contínua .,"[True, True, True, True, True, True, True, True, True, True, True, True]",As espécies de mar têm por princípio a natação contínua .,"[False, False, False, True, False, False, False, False, False, False, False]",As espécies de aberto têm por princípio a natação contínua .,"[False, False, False, True, False, False, False, False, False, False, False]",As espécies de mar normal têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de coiso aberto têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de mar acessível têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de oceano aberto têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de oceano acessível têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de alto mar têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de tremenda quantidade têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de acampamento militar têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de domínio chinês têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de relógio analógico têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de actualidade regional têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de trabalho braçal têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de discos antigos têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de pé-frio têm por princípio a natação contínua .,"[False, False, False, True, False, False, False, False, False, False, False]",As espécies de mercados exteriores têm por princípio a natação contínua .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As espécies de lugar-comum têm por princípio a natação contínua .,"[False, False, False, True, False, False, False, False, False, False, False]"
maré alta,maré alta,"[True, True]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré alta .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré alta .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na alta .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré normal .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na coisa alta .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré elevada .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros no fluxo alto .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros no fluxo elevado .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na maré cheia .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na próspera sociedade .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na máquina virtual .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros nos jornais importantes .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na massa cinzenta .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na imprensa espanhola .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na planta baixa .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na área florestal .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na corda bamba .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na única região .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Em certas áreas litorâneas , como algumas ilhas do Pacífico , isso significou um avanço de 100 metros na comida caseira .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
maré baixa,maré baixa,"[True, True]",Possui águas agitadas e mornas formando piscinas naturais na maré baixa .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na maré baixa .,"[True, True, True, True, True, True, True, True, True, True, True, True]",Possui águas agitadas e mornas formando piscinas naturais na maré .,"[False, False, False, False, False, False, False, False, False, True, False]",Possui águas agitadas e mornas formando piscinas naturais na baixa .,"[False, False, False, False, False, False, False, False, False, True, False]",Possui águas agitadas e mornas formando piscinas naturais na maré normal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na coisa baixa .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na maré inferior .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais no fluxo baixo .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais no fluxo inferior .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na baixa mar .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais nas técnicas estatísticas .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na água doce .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na taekwondista estadunidense .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na primeira mão .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais no físico teórico .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na classe executiva .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na pressão vendedora .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na primeira-dama .,"[False, False, False, False, False, False, False, False, False, True, False]",Possui águas agitadas e mornas formando piscinas naturais nos bens finais .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Possui águas agitadas e mornas formando piscinas naturais na tela plana .,"[False, False, False, False, False, False, False, False, False, True, True, False]"
massa cinzenta,massa cinzenta,"[True, True]","Uma das áreas que não nascem prontas é a parte superior da massa cinzenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da massa cinzenta , composta pelo neocórtex .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Uma das áreas que não nascem prontas é a parte superior da massa , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da cinzenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da massa normal , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da coisa cinzenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da massa alvacenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da matéria cinzenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da matéria alvacenta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior do cérebro , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior das mercadorias agrícolas , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da planta baixa , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior dos geradores nucleares , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da gripe aviária , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da topografia urbana , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da maré alta , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior dos títulos femininos , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da escada rolante , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior das excelentes canções , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Uma das áreas que não nascem prontas é a parte superior da primeira mão , composta pelo neocórtex .","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]"
mau contato,mau contato,"[True, True]","Verificar se há aquecimento nos fios ou mau contato , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou mau contato , que causam fuga de energia .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Verificar se há aquecimento nos fios ou mau , que causam fuga de energia .","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou contato , que causam fuga de energia .","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou contato normal , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou coiso mau , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou tocamento mau , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou contato ruim , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou tocamento ruim , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou problema , que causam fuga de energia .","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou jogador tricolor , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou buraco negro , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou partido trotskista , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou longa-metragem , que causam fuga de energia .","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou quantidade infinita , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou leite integral , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou temas originais , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou relógio analógico , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou sentido colectivo , que causam fuga de energia .","[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Verificar se há aquecimento nos fios ou curto-circuito , que causam fuga de energia .","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]"
mau-humor,mau-humor,[True],Seriedade não é cara feia e mau-humor .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e mau-humor .,"[True, True, True, True, True, True, True, True]",Seriedade não é cara feia e mau .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e humor .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e humor normal .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e coiso mau .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e mau temperamento .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e humor ruim .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e temperamento ruim .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e irritação .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e médio curso .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e pé-frio .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e futebolista esloveno .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e ato falho .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e serviço funerário .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e juízo final .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e aviões próprios .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e longa-metragem .,"[False, False, False, False, False, False, True, False]",Seriedade não é cara feia e pessoa santa .,"[False, False, False, False, False, False, True, True, False]",Seriedade não é cara feia e livre-docente .,"[False, False, False, False, False, False, True, False]"
mau-olhado,mau-olhado,[True],Ela é também usada como amuleto para proteger do mau-olhado .,"[False, False, False, False, False, False, False, False, False, True, False]",Ela é também usada como amuleto para proteger do mau-olhado .,"[True, True, True, True, True, True, True, True, True, True, True]",Ela é também usada como amuleto para proteger do mau .,"[False, False, False, False, False, False, False, False, False, True, False]",Ela é também usada como amuleto para proteger do olhado .,"[False, False, False, False, False, False, False, False, False, True, False]",Ela é também usada como amuleto para proteger do olhado normal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do coiso mau .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do observado mau .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do olhado ruim .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do observado ruim .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger da inveja .,"[False, False, False, False, False, False, False, False, False, True, False]",Ela é também usada como amuleto para proteger do autor espanhol .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do buraco negro .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do campeonato invicto .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do relógio analógico .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger das fortes vantagens .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do papel higiênico .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do relatório incisivo .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do ato falho .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do melhor presidente .,"[False, False, False, False, False, False, False, False, False, True, True, False]",Ela é também usada como amuleto para proteger do sangue frio .,"[False, False, False, False, False, False, False, False, False, True, True, False]"
mercado negro,mercado negro,"[True, True]",As atividades do mercado negro exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do mercado negro exigem o cometimento de outros crimes .,"[True, True, True, True, True, True, True, True, True, True, True, True]",As atividades do mercado exigem o cometimento de outros crimes .,"[False, False, False, True, False, False, False, False, False, False, False]",As atividades do negro exigem o cometimento de outros crimes .,"[False, False, False, True, False, False, False, False, False, False, False]",As atividades do mercado normal exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do coiso negro exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do mercado preto exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do negócio negro exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do negócio preto exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do mercado ilegal exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades dos novos cursos exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do trabalho escravo exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades da responsabilidade própria exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do disco rígido exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades da vida familiar exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do segundo plano exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades da residência oficial exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do salão paroquial exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades da lei estadual exigem o cometimento de outros crimes .,"[False, False, False, True, True, False, False, False, False, False, False, False]",As atividades do longa-metragem exigem o cometimento de outros crimes .,"[False, False, False, True, False, False, False, False, False, False, False]"
mesa-redonda,mesas-redondas,[True],"Capacitação gratuita diversas palestras , mesas-redondas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , mesas-redondas e conversas com especialistas estão sendo preparadas .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Capacitação gratuita diversas palestras , mesas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , redondas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , mesas normais e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , coisas redondas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , mesas circulares e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , secretárias redondas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , secretárias circulares e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , debates e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , numerosos concursos e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , redes sociais e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , ácido estomacal e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , armas brancas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , usuários normais e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , segundas intenções e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , cores simbólicas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , primeiras necessidades e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , planos hidrológicos e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Capacitação gratuita diversas palestras , companhias aéreas e conversas com especialistas estão sendo preparadas .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]"
