compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
novo-rico,novos-ricos,[True],Perdemos a humildade e ganhámos a ganância dos novos-ricos .,"[False, False, False, False, False, False, False, False, True, False]",Perdemos a humildade e ganhámos a ganância dos novos-ricos .,"[True, True, True, True, True, True, True, True, True, True]",Perdemos a humildade e ganhámos a ganância dos novos .,"[False, False, False, False, False, False, False, False, True, False]",Perdemos a humildade e ganhámos a ganância dos ricos .,"[False, False, False, False, False, False, False, False, True, False]",Perdemos a humildade e ganhámos a ganância dos ricos normais .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos novos coisos .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos novos endinheirados .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos ricos recentes .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos endinheirados recentes .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos milionários recentes .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância das principais armas .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos vôos domésticos .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos predadores naturais .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos vôos internacionais .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos motivos profissionais .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos pontos fortes .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos níveis salariais .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos gatos-pingados .,"[False, False, False, False, False, False, False, False, True, False]",Perdemos a humildade e ganhámos a ganância dos poderes psíquicos .,"[False, False, False, False, False, False, False, False, True, True, False]",Perdemos a humildade e ganhámos a ganância dos direitos humanos .,"[False, False, False, False, False, False, False, False, True, True, False]"
núcleo atômico,núcleos atómicos,"[True, True]","É proibido manipular núcleos atómicos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular núcleos atómicos , assim como realizar fissão e fusão nuclear .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","É proibido manipular núcleos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, False, False, False, False, False, False, False, False, False]","É proibido manipular atómicos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, False, False, False, False, False, False, False, False, False]","É proibido manipular núcleos normais , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular coisos atómicos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular núcleos nucleares , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular cernes atómicos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular cernes nucleares , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular núcleos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, False, False, False, False, False, False, False, False, False]","É proibido manipular consciência infeliz , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular direitos humanos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular ações subversivas , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular abalos sísmicos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular órgão regulamentador , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular gatos-pingados , assim como realizar fissão e fusão nuclear .","[False, False, False, True, False, False, False, False, False, False, False, False, False]","É proibido manipular páginas externas , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular tiros livres , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular conversações relativas , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]","É proibido manipular banhos turcos , assim como realizar fissão e fusão nuclear .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False]"
olho gordo,olho gordo,"[True, True]",O nome turco do amuleto que protege contra o mau olhado e olho gordo é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e olho gordo é Nazar Boncuk .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",O nome turco do amuleto que protege contra o mau olhado e olho é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e gordo é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e olho normal é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e coiso gordo é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e olho obeso é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e vista gorda é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e vista obesa é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e inveja é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e lógica utilitarista é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e quadro-negro é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e riscos gravíssimos é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e agente secreto é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e embaixador líbio é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e leite integral é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e mensagens secretas é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e primeiro ministro é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e ditadura varguista é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",O nome turco do amuleto que protege contra o mau olhado e mau-olhado é Nazar Boncuk .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False]"
olho mágico,olho mágico,"[True, True]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no olho mágico .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no olho mágico .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no olho .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no mágico .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no olho normal .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no coiso mágico .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no olho feiticeiro .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador na vista mágica .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador na vista feiticeira .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no visor .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador na expansão imperialista .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no mau-olhado .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador na lógica temática .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no carro-forte .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador na abertura vaginal .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no disco rígido .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador nos regulamentos externos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no voto secreto .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no posterior repasse .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Quem atendeu a porta fui eu , ao ver o rosto do zelador no círculo vicioso .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
olho nu,olho nu,"[True, True]","Escondidas no interior do metal , ficam invisíveis ao olho nu .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao olho nu .","[True, True, True, True, True, True, True, True, True, True, True, True]","Escondidas no interior do metal , ficam invisíveis ao olho .","[False, False, False, False, False, False, False, False, False, True, False]","Escondidas no interior do metal , ficam invisíveis ao nu .","[False, False, False, False, False, False, False, False, False, True, False]","Escondidas no interior do metal , ficam invisíveis ao olho normal .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao coiso nu .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao olho despido .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis à vista nua .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis à vista despida .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis à visão humana .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis às classes internas .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao processo seletivo .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis às músicas ocidentais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao livre-docente .","[False, False, False, False, False, False, False, False, False, True, False]","Escondidas no interior do metal , ficam invisíveis às pesquisas brasileiras .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao sistema político .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao elemento mecânico .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao elefante branco .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis à evangelização infantil .","[False, False, False, False, False, False, False, False, False, True, True, False]","Escondidas no interior do metal , ficam invisíveis ao tempo real .","[False, False, False, False, False, False, False, False, False, True, True, False]"
ônibus executivo,ônibus executivos,"[True, True]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus executivos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus executivos .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os executivos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus normais .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os coisos executivos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus administradores .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os autocarros executivos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os autocarros administradores .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os ônibus .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam as famílias históricas .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os salões paroquiais .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam o velho sábio .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os buracos negros .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam a quebra grave .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os efeitos especiais .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os policiais italianos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os exames laboratoriais .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os sucessivos governos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Uma solução interessante são as "" lotações "" , que é como eles chamam os alto-falantes .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]"
ovelha negra,ovelha negra,"[True, True]",Já Eduardo Cunha deve sair do processo como a ovelha negra do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a ovelha negra do partido .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Já Eduardo Cunha deve sair do processo como a ovelha do partido .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a negra do partido .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a ovelha normal do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a coisa negra do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a ovelha preta do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a borrega negra do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a borrega preta do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a pessoa diferente do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como as aptidões necessárias do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a lista negra do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a autônoma espanhola do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a tartaruga-marinha do partido .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",Já Eduardo Cunha deve sair do processo como os numerosos veículos do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a água doce do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a decoração moderna do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a vaca louca do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como as necessidades emergenciais do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",Já Eduardo Cunha deve sair do processo como a classe executiva do partido .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]"
pão-duro,pão-duro,[True],O pão-duro quer que seu cão seja tratado de graça .,"[False, True, False, False, False, False, False, False, False, False, False]",O pão-duro quer que seu cão seja tratado de graça .,"[True, True, True, True, True, True, True, True, True, True, True]",O pão quer que seu cão seja tratado de graça .,"[False, True, False, False, False, False, False, False, False, False, False]",O duro quer que seu cão seja tratado de graça .,"[False, True, False, False, False, False, False, False, False, False, False]",O pão normal quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O coiso duro quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O pão rígido quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O broa dura quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O broa rígida quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O mão de vaca quer que seu cão seja tratado de graça .,"[False, True, True, True, False, False, False, False, False, False, False, False, False]",A distorção existente quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O olho gordo quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O incremento adicional quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O jogo duro quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O desastre ecológico quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O olho nu quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",Os velhos plátanos querem que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O exame clínico quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O substâncias ignífugas quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]",O coração partido quer que seu cão seja tratado de graça .,"[False, True, True, False, False, False, False, False, False, False, False, False]"
papel higiênico,papel higiênico,"[True, True]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel higiênico nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel higiênico nos sanitários masculino e feminino dos alunos .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e higiênico nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel normal nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e coiso higiênico nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel higienizado nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e folha higiênica nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e folha higienizada nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e papel nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e serviços marítimos nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e pé-frio nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e departamentos nacionais nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e vinho tinto nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e mau título nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e pé quente nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e sentido financeiro nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e pronto-socorro nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e serviços urgentes nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]","Coloque assentos nos vasos - sanitários , sabonete líquido , papel toalha individual e livro aberto nos sanitários masculino e feminino dos alunos .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]"
paraíso fiscal,paraíso fiscal,"[True, True]",A ilha de Jersey é considerada um paraíso fiscal .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um paraíso fiscal .,"[True, True, True, True, True, True, True, True, True, True]",A ilha de Jersey é considerada um paraíso .,"[False, False, False, False, False, False, False, True, False]",A ilha de Jersey é considerada um fiscal .,"[False, False, False, False, False, False, False, True, False]",A ilha de Jersey é considerada um paraíso normal .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um coiso fiscal .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um paraíso tributário .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um éden fiscal .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um éden tributário .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um refúgio fiscal .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um elemento direitista .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um segundo plano .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um elemento atuador .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um pastor alemão .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada uma venda externa .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um mercado negro .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um certo raio .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um ato falho .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um quadro associativo .,"[False, False, False, False, False, False, False, True, True, False]",A ilha de Jersey é considerada um amigo secreto .,"[False, False, False, False, False, False, False, True, True, False]"
